STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,log_total_exp,log_federal_rev,log_state_rev,log_local_rev,log_instruction_exp,log_support_services_exp,log_other_exp,log_capital_outlay_exp
Indiana,2008,1033329,11340157,808860,5367296,5164001,10865851,5504992,3433093,461943,941950,16.2011354935019,13.6033811279132,15.4958348014921,15.457222224597,15.5211658749135,15.0489721620816,13.043196785829,13.7557074735935
Iowa,2008,485114,5496908,391985,2465108,2639815,5495756,2737356,1560614,220771,672361,15.5194867159745,12.8789788527343,14.7177461778866,14.7862193969095,14.8225030489836,14.2605898915332,12.3048812441794,13.4185506776447
Kansas,2008,467743,5378095,344198,3138799,1895098,5122049,2770019,1540862,213301,428160,15.4490651122714,12.7489723521674,14.9593508006423,14.4547811102011,14.8343647373458,14.2478525580534,12.270459592681,12.9672522364819
Kentucky,2008,666019,6637062,697220,3841470,2098372,6793215,3422359,2027937,402041,760566,15.7314348779008,13.4548562783898,15.1613656638099,14.556672363946,15.0458406373414,14.5225295781219,12.9043093524503,13.5418181719257
Louisiana,2008,662971,7751886,1290154,3376556,3085176,7599993,3879560,2344416,397140,787702,15.8436578842035,14.0702721490576,15.0323668130809,14.9421192639374,15.1712323031071,14.6675468883351,12.892044142341,13.5768751247259
Maine,2008,193058,2594335,194914,1122001,1277420,2582293,1359995,843451,135557,113571,14.7641883218747,12.1803137146244,13.93062425633,14.0603529767899,14.1229915812349,13.6452570879945,11.8171474950542,11.6401834709891
Maryland,2008,845700,13098112,701595,5499326,6897191,12739693,6614339,3878575,500507,1358068,16.3602331104867,13.4611115934469,15.5201360972388,15.7466247852299,15.7047504261242,15.1709783760988,13.1233768636536,14.1215736594848
Massachusetts,2008,937677,14633578,742093,6114211,7777274,14631545,8479345,4447719,441653,655884,16.4986903723419,13.5172298512227,15.6261262917959,15.8667164491511,15.9531437642188,15.3079019384565,12.9982797848594,13.3937392230218
Michigan,2008,1661936,20441973,1492685,11170772,7778516,20703780,9608877,6735708,896352,1375044,16.8458268502603,14.2160870696662,16.2288112823545,15.8668761324591,16.0781979166779,15.7229334847961,13.7060884719518,14.1339962885708
Minnesota,2008,807929,10118118,558886,6513673,3045559,10462624,5242058,2589268,768142,1136550,16.1633198455615,13.2337007957403,15.6894140639881,14.9291950219162,15.4722247272835,14.766885768247,13.551729890872,13.9435079160276
Mississippi,2008,493302,4449009,708253,2389484,1351272,4363308,2286231,1364586,264883,377201,15.2887410432424,13.4705566534762,14.6865880010164,14.1165569290241,14.6424151681005,14.1263616438942,12.4870434980404,12.8405334808514
Missouri,2008,898350,9335599,723460,3808601,4803538,9900419,5004354,2939293,518600,1070552,16.1080876374415,13.491800536725,15.1527724880705,15.3848632876989,15.425818891472,14.8936796342054,13.1588881520867,13.8836849612642
Montana,2008,142695,1562815,185898,766328,610589,1557678,831718,491537,62756,141860,14.2587068088279,12.1329534151794,13.5493655555054,13.3221793440535,13.6312487200417,13.1052924954918,11.0470094699528,11.8625959347561
Nebraska,2008,290912,3383157,321975,1091160,1970022,3325663,1784350,869629,135025,444442,15.0171796106911,12.6822291817609,13.902751908508,14.4935552681645,14.3945647612205,13.6758219628991,11.8132152254611,13.0045748417328
Nevada,2008,428776,4338601,280898,2493641,1564062,4881218,2094491,1329327,150730,1058467,15.4009053368508,12.5457468930955,14.7292544493918,14.2627968412454,14.5548211223917,14.1001833570915,11.9232454358046,13.8723321928783
New Hampshire,2008,195668,2715463,136012,1008333,1571118,2715961,1495009,783298,74069,163893,14.8146564082056,11.8204983961198,13.8238090302004,14.2672980258111,14.2176427848557,13.5712684900519,11.2127523701737,12.006969054851
New Jersey,2008,1353191,25916004,976009,10359646,14580349,26168480,13739017,8737387,899413,1625458,17.0800661910465,13.7912270866642,16.1534286243276,16.4951852211582,16.4357502992588,15.9831217326795,13.7094976072948,14.3013001801887
New Mexico,2008,329045,3569311,467492,2542639,559180,3599724,1732652,1129277,125528,569550,15.0963677338206,13.055137515265,14.7487130760103,13.234226703883,14.3651637406855,13.9370881629056,11.7402841202389,13.2526018543281
New York,2008,2727552,53147343,3129776,24036865,25980702,54870811,33446544,13610428,1375430,4805621,17.8204920893159,14.9564719944602,16.9950992514736,17.0728645896269,17.3254590208152,16.4263468215983,14.1342769674666,15.3852968324103
North Carolina,2008,1408316,13610326,1240410,8009636,4360280,13731201,7229214,3566002,718663,1728313,16.4351812466062,14.0309525280914,15.896155874816,15.2880468334467,15.7936408745322,15.0869556382576,13.4851478202891,14.3626563462026
North Dakota,2008,94959,1104803,145770,383307,575726,1085970,552250,300054,73451,88292,13.8979841547851,11.8897853160681,12.8565915136595,13.2633871320551,13.2217561212824,12.6117177374403,11.2043737962132,11.3884047822611
Ohio,2008,1743920,22746589,1523431,9777048,11446110,21951104,10494471,7164617,896835,2568654,16.9043279923482,14.2364755859326,16.0955481559572,16.2531604922492,16.1663591050118,15.784665163524,13.7066271776324,14.7588925842655
Oklahoma,2008,641682,5780151,642088,2957101,2180962,5667749,2773416,1823162,555187,459000,15.5503025951142,13.3724806449297,14.8997199544907,14.5952766218316,14.8355903313773,14.4160829142216,13.227060272915,13.0368054890427
Oregon,2008,562632,6107684,515223,3200001,2392460,6407512,3217111,2061901,212339,621540,15.6729816100239,13.152355095633,14.9786616802699,14.6878326832562,14.9839943098224,14.5391389307673,12.2659393331282,13.3399555482802
Pennsylvania,2008,1718588,26357235,1868700,9032615,15455920,26597713,12375013,7655651,1095105,2537699,17.096335792612,14.4407535599103,16.0163524737247,16.5535026594376,16.3311899169235,15.8509546259139,13.9063608070465,14.7467683229025
Rhode Island,2008,143812,2173888,164966,836509,1172413,2175172,1229747,765970,88156,28023,14.592618299838,12.0134946710433,13.6369925584665,13.9745745761231,14.0223190151344,13.5488982834649,11.3868632513066,10.240780880541
South Carolina,2008,710685,7743317,693967,3916453,3132897,8167262,3745507,2467160,389371,1179283,15.9156442821491,13.4501796879261,15.1806969552068,14.9574686935561,15.1360675462777,14.718578249509,12.8722878955979,13.980417184643
South Dakota,2008,121606,1190917,180925,394721,615271,1172715,609848,351235,61081,114678,13.9748321313625,12.1058378597343,12.8859344652014,13.3298181001373,13.320965024771,12.7692107940919,11.0199561311697,11.6498834800127
Tennessee,2008,966963,8086152,840919,3711646,3533587,8488521,4709467,2373319,451628,735501,15.9542253381651,13.6422506204046,15.1269860019613,15.0778240602901,15.3650852961072,14.679799955376,13.0206141111071,13.508307178642
Texas,2008,4581517,46245975,4501845,19923849,21820281,50205827,22845539,13360064,2214832,8133118,17.7316416536229,15.3199978707135,16.8074280143472,16.8983504163798,16.9442664264854,16.4077805164805,14.6106871120838,15.911454925835
Utah,2008,556314,4198001,380907,2363716,1453378,4337917,2068264,948423,289783,929772,15.2829048369448,12.8503105298247,14.6757455149275,14.1894010601298,14.5422201660371,13.7625558842501,12.5768876460025,13.7426946737822
Vermont,2008,87919,1888635,94504,1290067,504064,1888133,831132,463215,44089,83821,14.4510990681217,11.4563974406284,14.0702047129736,13.1304585231187,13.6305439059884,13.0459465881363,10.6939655972148,11.3364388517348
Virginia,2008,1230857,14768120,897627,5957786,7912707,15236306,8003167,4645375,555074,1528769,16.5391916903905,13.7075098935121,15.600209493517,15.8839805062298,15.8953478963063,15.3513826589413,13.2268567171738,14.2399733943609
Washington,2008,1029576,11195224,895642,6932500,3367082,11677666,5561706,3369299,501855,1797341,16.2731886866288,13.7052960585428,15.7517310564721,15.029557051871,15.5314154536951,15.0302152688216,13.1260665123287,14.4018189084757
West Virginia,2008,281735,2965828,320529,1723068,922231,3068910,1667812,945152,190634,249687,14.9368330076587,12.6777280348688,14.3596169807789,13.7345510134576,14.3270231457165,13.7591010401023,12.1581106383441,12.4279634124376
Wisconsin,2008,867929,10619354,629423,5221550,4768381,10545964,5619617,3294291,451721,666877,16.1712537854502,13.3525588056839,15.4683048506483,15.377517392253,15.5417740700814,15.0077015282586,13.0208200115959,13.4103609000965
Wyoming,2008,85991,1602514,100207,846239,656068,1517325,703831,449989,43352,309892,14.2324594740137,11.5149933254722,13.6485571046012,13.3940197210906,13.4642935495037,13.0169784170033,10.677108117246,12.6439791286637
Alabama,2009,745668,7186390,728795,4161103,2296492,7815467,3836398,2331552,561019,924956,15.8716152769301,13.4991477643116,15.2412907413237,14.64689329918,15.1600444635137,14.6620446982201,13.237510052024,13.7375014477956
Alaska,2009,130236,2158970,312667,1357747,488556,2396412,1129756,832783,70835,303165,14.6894831766906,12.6528940054178,14.1213372663568,13.0992093805375,13.9375122381689,13.6325283830102,11.1681085078135,12.622032490731
Arizona,2009,981303,8802515,1044140,3806064,3952311,9580393,4296503,2983729,455403,1312659,16.0752291720701,13.858704138051,15.1521061422512,15.1898110290856,15.2733119939779,14.9086844184872,13.0289380202054,14.0875654089679
Arkansas,2009,474423,4753142,534510,3530487,688145,5017352,2417974,1492691,533057,409763,15.4284128624563,13.1891057183461,15.0769463797338,13.4417548505235,14.6984405574109,14.2160910892604,13.1863836392688,12.9233342227654
California,2009,6234155,73958896,9745250,40084244,24129402,74766086,35617964,21693675,3759373,8881265,18.1298749444079,16.0922905447764,17.5064938973587,16.9989416548656,17.3883606752927,16.8925313013693,15.1397627461417,15.9994545597776
Colorado,2009,812068,8310673,560538,3634018,4116117,8682489,4108304,2708535,330128,1035058,15.9768187966834,13.2366523158064,15.1058494811456,15.2304208011881,15.22852084924,14.8119184562783,12.707235737025,13.8499680217588
Connecticut,2009,539250,9681268,403017,3606594,5671657,9323053,5054397,2805173,330685,763075,16.0480007081281,12.9067340236619,15.0982743946372,15.5509918728691,15.4357691154875,14.8469757706164,12.7089215396104,13.5451116016351
Delaware,2009,116804,1718993,109682,1047418,561893,1798244,877678,496383,80812,254460,14.4023211911468,11.605340548935,13.8618386460914,13.23906671929,13.6850350627539,13.1151030851508,11.2998807483334,12.4468989316967
District of Columbia,2009,44331,801008,75856,0,725152,805362,330698,370127,38514,66023,13.5990471447617,11.2365920851419,-Inf,13.4941365670347,12.7089608511742,12.8216014689692,10.5587770905398,11.0977584451503
Florida,2009,2623067,26494500,2694566,9047586,14752348,28867429,13884278,8067350,1546420,4533913,17.1782244932918,14.806747710396,16.0180085397631,16.506912814522,16.4462676788115,15.9033356096149,14.251453140057,15.3270959215109
Georgia,2009,1649598,17972839,1644548,7739086,8589205,19025136,10063924,5135180,837062,2712073,16.7612716101753,14.3129761323884,15.8617941507377,15.9660167402013,16.1244677062245,15.4516254542845,13.6376534208023,14.8132238450843
Hawaii,2009,179478,2689758,392837,2205032,91889,2318671,1402305,718309,129473,68584,14.6565047346766,12.8811500465457,14.6062525792294,11.4283366058587,14.1536278692792,13.4846551175681,11.7712276441753,11.1358145503586
Idaho,2009,267951,2182273,218777,1459554,503942,2078446,1157633,646213,100576,111190,14.5471310570631,12.2958082251746,14.1936414675641,13.1302164610663,13.9618879611495,13.3788844497808,11.5186689395973,11.6189957286973
Illinois,2009,2117291,26987426,3346509,7879160,15761757,27716187,13520105,8764971,932950,2884993,17.137527168712,15.0234282708962,15.8797318571672,16.5730971209516,16.4196883948211,15.9862737677182,13.7461068878254,14.8750330315782
Indiana,2009,1028259,12999357,1403839,5804809,5790709,11218398,5548292,3681825,476598,899628,16.233065667116,14.1547211846278,15.5741972699027,15.5717652945568,15.5290006906108,15.1189191111285,13.0744286472469,13.7097366235273
Iowa,2009,487559,5732319,431142,2545353,2755824,5732186,2914176,1615189,225983,672339,15.5616075168106,12.9741927811811,14.7497799016882,14.8292270484089,14.8850976619916,14.2949625356554,12.3282150541862,13.4185179565917
Kansas,2009,470445,5615208,378810,3291485,1944913,5827751,2883104,1578417,223951,958961,15.5781417206076,12.8447900391008,15.0068493886869,14.4807278039571,14.8743780495044,14.2719330040329,12.3191825569079,13.7736056856768
Kentucky,2009,669858,6706922,719997,3870440,2116485,6831006,3468191,2050683,411529,720114,15.7369825120623,13.4870023243169,15.1688787536336,14.5652672517458,15.0591436903372,14.5336834663573,12.9276347704922,13.4871648117922
Louisiana,2009,662774,7984550,1238259,3568903,3177388,8053960,4051985,2542723,408292,824390,15.9016744539049,14.0292169187463,15.0877688236216,14.9715700335882,15.2147174424682,14.7487461120065,12.9197378836795,13.6223989978909
Maine,2009,187372,2623127,245063,1107152,1270912,2624504,1383650,857706,148378,108016,14.7804024837732,12.4092705993285,13.9173015103046,14.0552453109532,14.1402354930042,13.662016662407,11.9075183507472,11.5900346432817
Maryland,2009,843781,13147931,694846,5697257,6755828,12757599,6899346,3984072,490336,961161,16.3616376520313,13.45144551726,15.5554953889072,15.7259160977344,15.7469371824666,15.1978149698125,13.1028461493779,13.7758972077391
Massachusetts,2009,932437,15298022,1181681,5974489,8141852,15174814,8885949,4626112,456737,589413,16.5351476378331,13.9824485589669,15.603009129112,15.9125282305279,15.9999818230962,15.3472273324619,13.0318630118757,13.286882405371
Michigan,2009,1537515,19616665,2094714,10130740,7391211,19992550,9422685,6354021,865858,1280455,16.8108702621229,14.5549275865062,16.1310849239023,15.8158021495939,16.0586306377858,15.6645983988109,13.6714762018133,14.0627260414818
Minnesota,2009,800831,10353784,575703,6590788,3187293,11193640,5815987,2712430,803017,1187008,16.2308563178305,13.2633471816977,15.701183474444,14.9746825251636,15.5761210629798,14.8133554700462,13.596131163315,13.986946413249
Mississippi,2009,491194,4392101,675576,2334363,1382162,4552756,2317710,1392119,275915,493773,15.331243321842,13.4233209393061,14.6632496067279,14.1391594978581,14.6560901872036,14.1463376047283,12.527848126252,13.109831176391
Missouri,2009,893807,9472520,758650,3927189,4786681,10227305,5175127,3023041,535977,1120105,16.140571662361,13.5392958169534,15.1834344607443,15.3813478273407,15.4593744378774,14.9217738363557,13.1918465286845,13.928932988877
Montana,2009,141782,1607935,195705,765177,647053,1622485,855803,509899,66973,158151,14.2994694825254,12.184363702368,13.5478624585952,13.3801834866659,13.6597954884506,13.1419679458725,11.1120448320782,11.9713055518248
Nebraska,2009,292161,3522481,297732,1182776,2041973,3523803,1887427,905681,144995,488293,15.075051362092,12.6039490319897,13.9833747759193,14.5294270552883,14.4507250838607,13.7164424258941,11.8844545380495,13.0986709144975
Nevada,2009,430985,4442101,425133,2272415,1744553,4577881,2145779,1364083,142194,633545,15.336746785273,12.9601573401271,14.6363537005939,14.3720089203455,14.5790132145771,14.1259929659741,11.8649476013683,13.359086310159
New Hampshire,2009,197024,2816162,146867,1002239,1667056,2757401,1546316,822081,74820,112359,14.8297991273801,11.897282694312,13.817747055139,14.32656975445,14.2513858856906,13.6195942093295,11.2228405079021,11.6294543812142
New Jersey,2009,1354912,26510413,1014556,10401527,15094330,26145334,13800343,8687138,952796,1499241,17.0791813004319,13.8299616363303,16.1574631802567,16.5298297345799,16.440204004891,15.9773540989223,13.7671560988616,14.2204695380112
New Mexico,2009,328737,3703477,519973,2615320,568184,3945515,1807514,1167618,132017,784529,15.1880900487355,13.1615321661326,14.7768970189314,13.2502005889068,14.4074629784899,13.9704763340817,11.7906859811549,13.5728388166925
New York,2009,2696688,55885116,3197833,25768345,26918938,57851481,35195372,14079990,1415237,5463718,17.8733896119677,14.9779839508749,17.0646573586027,17.1083406117397,17.3764251546517,16.4602651984666,14.1628075662005,15.5136400683592
North Carolina,2009,1452064,15410564,1377661,8229140,5803763,14868070,7943541,3848021,751609,1647148,16.5147265184861,14.1358976915824,15.9231920714459,15.5740170582448,15.8878697035817,15.1630695481333,13.5299715209043,14.3145558654747
