STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,log_total_exp,log_federal_rev,log_state_rev,log_local_rev,log_instruction_exp,log_support_services_exp,log_other_exp,log_capital_outlay_exp
North Carolina,2011,1448117,14409515,2046954,7488570,4873991,13767024,7566249,3843709,696313,980517,16.4377867253428,14.5318633924808,15.8288884160373,15.399423666633,15.8392079940222,15.1619483438134,13.4535545508698,13.795835262561
North Dakota,2011,96255,1309044,186844,630430,491770,1312226,660944,360118,86352,124967,14.0872354897494,12.1380293230788,13.354157405226,13.105766406497,13.4014243951238,12.7941870345027,11.3661872448584,11.7358049814303
Ohio,2011,1655534,23488657,2533882,9834235,11120540,23010396,11074360,7570565,935953,2494681,16.9514566717722,14.745263072086,16.1013802233535,16.2243044067587,16.2201430844153,15.8397782593524,13.7493205405238,14.7296714232821
Oklahoma,2011,658163,5835133,968529,2741058,2125546,5644988,2866601,1814927,367172,510428,15.5462786297886,13.7835337045921,14.8238545352216,14.5695392685134,14.8686375653165,14.4115558044866,12.8135856820978,13.1430048684422
Oregon,2011,559631,6112484,848637,2792762,2471085,6317635,3261190,2071303,224903,461979,15.6588554872287,13.6513868120254,14.8425416282639,14.7201678834078,14.9976027174103,14.5436884358083,12.3234244771203,13.0432747144853
Pennsylvania,2011,1670854,28492510,3371827,9261234,15859449,28810721,13761915,7947108,1207139,2189151,17.1762581327802,15.0309652919242,16.041347859083,16.5792760320795,16.4374155522976,15.8883186468639,14.0037636550067,14.5990243553959
Rhode Island,2011,139157,2212352,234111,768713,1209528,2198940,1260021,736651,93820,43726,14.603485984035,12.3635506408415,13.5524729668633,14.0057407588263,14.0466389454554,13.5098695176314,11.4491333318824,10.6856981698368
South Carolina,2011,713511,7772777,1041572,3338715,3392490,7961448,3689782,2428477,388361,1016126,15.8901214508248,13.8562416683547,15.0210965603862,15.0370747230081,15.1210779356807,14.7027748698563,12.8696905984112,13.8315079151793
South Dakota,2011,125613,1297661,262395,374648,660618,1350617,661519,390655,59757,199636,14.116072083042,12.4776062809925,12.8337421974624,13.400931039524,13.4022939847248,12.8755800965238,10.9980416177434,12.2042509873179
Tennessee,2011,986382,8679893,1272825,3955476,3451592,8961443,4947165,2635217,479721,661195,16.0084418210912,14.0567493975476,15.1906115059242,15.0543461318479,15.4143252432012,14.784476089508,13.0809599638928,13.4018040828919
Texas,2011,4800196,51023159,7818075,19623258,23581826,52691826,25155007,14325757,2474232,6556210,17.7799708971173,15.8719489185354,16.7922260533618,16.9759868885825,17.0405675201822,16.477569663846,14.7214406028007,15.6959232500595
Utah,2011,545395,4141253,500782,2058112,1582359,4195916,2157337,1018548,315664,592949,15.2496222292322,13.1239261556301,14.537299615664,14.2744273295048,14.5843851486801,13.8338886416681,12.6624336357348,13.2928636709087
Vermont,2011,86982,1686499,106823,1329172,250504,1722515,888388,511825,53418,63655,14.3592959901049,11.5789285381277,14.1000667499383,12.4312301674434,13.6971638634821,13.1457380487208,10.8859030468017,11.0612331554957
Virginia,2011,1250852,14655345,1427301,5351177,7876867,14675815,7861076,4602566,579290,1075067,16.5017114587633,14.1712958062412,15.4928270946757,15.8794407939422,15.8774340507103,15.3421245320191,13.2695584947227,13.8878935431831
Washington,2011,1042979,11905941,1367629,6758505,3779807,11928408,6007184,3427282,514227,1467334,16.2944333400731,14.1285891415532,15.7263122697149,15.1451835080912,15.6084666442938,15.0472780851865,13.1504200811869,14.1989577067393
West Virginia,2011,282130,3475642,510256,1927726,1037660,3670119,2010407,1160212,211866,269242,15.1157346445732,13.1426678395447,14.4718516278706,13.8524787360643,14.5138477470996,13.9641133050049,12.2637092783385,12.5033658824138
Wisconsin,2011,864251,11664303,1002909,5226954,5434440,11440718,6138402,3668777,479352,541918,16.2526893041842,13.8184153350115,15.4693392571972,15.5082670373503,15.6300750056633,15.1153689219863,13.0801904708131,13.2028699774632
Wyoming,2011,88165,1650621,154955,878979,616687,1656850,825783,528352,52046,234408,14.3204287672658,11.950890031169,13.6865162855969,13.3321168808158,13.6240873061239,13.1775180072316,10.8598832219066,12.3648184657954
Alabama,2012,744621,7136949,789954,3948651,2398344,7222161,3695221,2239569,558658,580949,15.7926647735647,13.5797299948998,15.1888845595591,14.6902890571586,15.1225509211307,14.6217939946036,13.2332927581092,13.272418252291
Alaska,2012,130771,2383402,352005,1507913,523484,2483320,1255757,947153,82607,145219,14.7251069325457,12.7714006590248,14.2262371335781,13.1682617453109,14.0432491359547,13.7612159219483,11.3218497016811,11.8859982268067
Arizona,2012,942738,7934798,1050228,2845535,4039035,8054662,3917564,2856528,360929,699033,15.9017616121982,13.8645178414188,14.8612616570727,15.2115163600193,15.1809805900285,14.8651174593041,12.7964365420715,13.457453230402
Arkansas,2012,475671,5169926,666267,3823172,680487,5299969,2548056,1683928,277927,612420,15.4832115294486,13.4094457700841,15.1565910025114,13.4305639972909,14.7508412734547,14.336639717526,12.5351137682619,13.3251736006256
California,2012,6203034,69016392,8793325,36413273,23809794,70191877,34213049,20393761,3488344,6736656,18.0667431500501,15.9895034688972,17.4104439089981,16.9856075665987,17.3481176789689,16.8307395787046,15.0649376830012,15.7230742173359
Colorado,2012,843120,8616009,705634,3702427,4207948,8472536,4174705,2751179,353940,697434,15.9523404314953,13.4668519684549,15.1244991085219,15.2524856759089,15.244554255088,14.8275401050382,12.7768826862252,13.4551631645446
Connecticut,2012,522451,10070907,509564,3735476,5825867,9791336,5485615,2932123,345177,637389,16.0970084709775,13.1413107371026,15.1333858115346,15.577818387542,15.5176397693805,14.8912372919955,12.75181260793,13.3651354232074
Delaware,2012,118624,1855867,183793,1090060,582014,1915966,1053066,531313,105134,149584,14.4657324920528,12.1215654033036,13.9017432985619,13.2742497814071,13.8672164672146,13.183106580425,11.562991005977,11.9156133869311
District of Columbia,2012,44618,1331006,137742,0,1193264,1189542,594156,266716,44780,283890,13.9890789170551,11.8331376491036,-Inf,13.9922029674622,13.2948971901272,12.4939397008716,10.7095168901527,12.5563421181704
Florida,2012,2658559,24139266,3068321,8702317,12368628,25352047,13558844,7607362,1622628,1837264,17.0483700342483,14.9366410644185,15.9790998700065,16.3306738247169,16.422549586105,15.8446270205953,14.2995576150496,14.4237880664465
Georgia,2012,1669156,17559894,1862297,7455147,8242450,17400209,9611118,5043644,917885,1566020,16.6719927756069,14.4373212300071,15.8244152242964,15.9248081877889,16.0784311113286,15.4336393946705,13.7298273894242,14.2640479268434
Hawaii,2012,182706,2535038,318728,2161254,55056,2344733,1262938,814511,143188,124096,14.667682094105,12.672093353465,14.5861991667587,10.9161061280373,14.0489513106582,13.610343212151,11.8719137311147,11.7288107386023
Idaho,2012,267556,1981482,266087,1238989,476406,1911706,1073312,609786,102831,69239,14.46350659508,12.491578601958,14.0298062824443,13.0740257108424,13.8862597528786,13.3208633549257,11.5408421429644,11.1453195666671
Illinois,2012,2071481,29900021,2430413,10142137,17327471,29067543,14896596,9358604,956171,2032447,17.1851327488392,14.7035717597231,16.1322092834297,16.6678037191327,16.5166432884397,16.0518066920314,13.770692046331,14.5247510438033
Indiana,2012,1006627,12395432,1096902,7462594,3835936,11351906,5659432,3670372,521782,894450,16.2448962173085,13.908000400718,15.8254136329186,15.1599240308004,15.5488340917867,15.1158035772918,13.1650051551143,13.7039642832194
Iowa,2012,495870,6262807,512246,2681035,3069526,6256926,3072424,1688512,242935,900591,15.6491995681565,13.1465602573835,14.8017134719632,14.9370337102487,14.937977384559,14.3393582256821,12.400549196829,13.7108064934619
Kansas,2012,485591,5613619,410051,3173205,2030363,5615714,2935226,1569972,235158,662722,15.5410792974651,12.9240368211886,14.9702526761052,14.523725152766,14.8922950099834,14.2665683427706,12.3680129076323,13.4041108750506
Kentucky,2012,681827,7192430,983232,3920971,2288227,7444529,3697663,2320305,448906,764062,15.8229899581635,13.7986003834903,15.1818498851747,14.6432878398472,15.1232115564359,14.6572092005189,13.0145687906865,13.5464042166885
Louisiana,2012,665478,8477993,1527734,3588546,3361713,8504567,4365583,2793437,433580,777379,15.9561138712874,14.2392961497846,15.0932576644966,15.0279612234532,15.2892623007656,14.8427832952734,12.9798316025825,13.5636832839147
Maine,2012,187247,2611056,239982,1012326,1358748,2625759,1376755,887596,108121,131394,14.7808805550713,12.3883191995115,13.8277612113428,14.1220742454754,14.1352398388596,13.6962719634959,11.5910062493302,11.7859557218896
Maryland,2012,853778,13752912,859635,5980541,6912736,13212140,7140620,4161605,336683,1139120,16.3966466618642,13.664263159534,15.6040215900622,15.7488760652788,15.7813101652797,15.2414113751368,12.726897113824,13.9457665924549
Massachusetts,2012,922683,15763456,979175,6200945,8583336,15696061,8801567,4642633,467588,1159931,16.5689203471202,13.7944656593685,15.6402122577555,15.9653332070855,15.990440331778,15.3507922201562,13.055342845291,13.9638710785548
Michigan,2012,1421312,18622316,1866406,9796808,6959102,18063824,9070480,5802009,862829,1200582,16.7094218221886,14.4395252144292,16.0975671762987,15.7555610009979,16.020535742411,15.5737147948515,13.6679718044297,13.9983169971837
Minnesota,2012,799736,10681609,740098,6642440,3299071,10696348,5672620,2555775,826218,1034162,16.185412932762,13.5145378888444,15.7089899238316,15.0091514716524,15.5511616501061,14.7538660624358,13.6246139401999,13.8491019948927
Mississippi,2012,490619,4477828,795110,2195720,1486998,4423270,2291333,1449935,281636,329375,15.3023897995272,13.5862357488448,14.6020205689284,14.2122698804515,14.6446443022481,14.1870292858058,12.5483707360042,12.7049521982778
Missouri,2012,893221,10022622,994192,4115324,4913106,9910617,5056789,2994397,553027,891474,16.1091171647112,13.8096856259396,15.2302281253243,15.4074168863302,15.4362422548491,14.9122534337017,13.2231621039057,13.7006315515303
Montana,2012,142237,1628318,214164,761029,653125,1652537,888206,536815,73808,117001,14.317822240775,12.274497355644,13.5424267438707,13.3895238141353,13.6969589770526,13.1934088076173,11.2092224057976,11.6699377607519
Nebraska,2012,300941,3764056,366016,1166374,2231666,3880517,2247992,984922,165408,374671,15.1714789501455,12.810432327275,13.9694103491788,14.6182589497089,14.6255479312705,13.8003177292014,12.0161704279958,12.8338035865371
Nevada,2012,428526,4053945,403548,2401035,1249362,4109706,2049362,1336995,159943,321145,15.2288620510671,12.9080507187249,14.6914104523566,14.0381435789801,14.5330390831636,14.1059351163613,11.9825727807439,12.679648013516
New Hampshire,2012,190778,2963221,187243,1029325,1746653,2961684,1654634,868513,78190,160056,14.9012685834461,12.1401625175031,13.844413805571,14.373211943171,14.3190903943002,13.6745378328875,11.2668970411186,11.9832790329803
New Jersey,2012,1330300,27574528,1371038,10401941,15801549,26432652,14491817,8921990,943029,940577,17.0901106220688,14.1310786751552,16.1575029813129,16.5756185311665,16.4890947032607,16.0040295738448,13.756852314059,13.754248795717
New Mexico,2012,328690,3478709,491732,2380982,605995,3616691,1688871,1097238,142740,615427,15.1010700773706,13.1056891316159,14.6830235655916,13.3146270141923,14.3395708163189,13.9083066710587,11.8687800725251,13.3300716148108
New York,2012,2644029,58981073,3769627,23314292,31897154,60216421,38431932,14662331,1490478,4094920,17.9134556471693,15.1424866155374,16.9645771210468,17.2780273474741,17.4643992345014,16.5007922458757,14.2146074318437,15.2252577390589
North Carolina,2012,1462172,12788659,1831015,7648102,3309542,13418244,7521325,3817233,716796,728580,16.4121258314679,14.4203810158678,15.8499680704445,15.0123203691994,15.8332528772137,15.155036372568,13.4825465602701,13.4988527132759
North Dakota,2012,97555,1345371,160050,658255,527066,1380563,685786,368323,93834,160904,14.1380019449503,11.983241545398,13.3973476732279,13.1750810568736,13.4383209046877,12.8167155495737,11.4492825426643,11.9885631928331
Ohio,2012,1630865,22799205,2007733,9336277,11455195,22662376,10861218,7524489,924456,2416140,16.9362166624362,14.5125167828252,16.0494181226026,16.2539538968588,16.2007090208773,15.8336734593167,13.736960735383,14.6976817833778
Oklahoma,2012,664200,5824963,773014,2869071,2182878,5594867,2736786,1898922,385999,496119,15.5373601282213,13.5580524386604,14.869498841956,14.5961547475755,14.8222947971691,14.4567969147012,12.86359005777,13.1145710962859
Oregon,2012,566525,6124872,550894,3038052,2535926,6314092,3250376,2057965,228474,448562,15.658294518789,13.2192976921327,14.9267270785154,14.7460694143028,14.9942812399218,14.5372281884288,12.3391776972843,13.0138021894999
Pennsylvania,2012,1644759,27881568,2145208,9561500,16174860,27851918,13450420,7682906,1170594,1735626,17.142412390907,14.57874707534,16.0732551764852,16.5989687429815,16.4145208902904,15.8545084189708,13.9730218702495,14.3668787132044
Rhode Island,2012,137400,2208278,204682,779000,1224596,2190431,1272285,727287,95213,33633,14.5996088860824,12.2292128342217,13.5657663248529,14.018121551648,14.056325054389,13.4970764516532,11.4638717660786,10.4232630068217
South Carolina,2012,715744,7889771,848254,3586738,3454779,7948441,3749691,2489094,408649,869025,15.8884863667713,13.6509353982263,15.0927537123079,15.0552690478703,15.1371839945515,14.7274293468078,12.9206118758594,13.6751271725334
South Dakota,2012,127726,1298723,212615,395054,691054,1296971,649023,379791,63166,172398,14.0755421037579,12.267238297434,12.8867777434002,13.4459732473086,13.3832234341954,12.8473763803971,11.0535214606911,12.0575610362164
Tennessee,2012,998638,8983224,1257953,4017946,3707325,9256522,5151260,2693334,514174,671532,16.0408389421168,14.0449963546543,15.2062813847446,15.1258211502619,15.4547519029097,14.8062903893539,13.1503170085526,13.4173169483148
Texas,2012,4844744,49979753,6140296,19801928,24037529,50215314,23902458,13954303,2497013,5538370,17.7318305979016,15.6303835074304,16.8012898646616,16.9951268753267,16.9894918568018,16.4512984774494,14.7306057754959,15.5272107916044
Utah,2012,553873,4217360,426702,2158049,1632609,4330417,2161779,1052249,334499,666528,15.2811744001915,12.9638411562989,14.5847151307519,14.3056899066634,14.5864420517899,13.8664403362879,12.7203891690093,13.4098374282211
Vermont,2012,87968,1754161,124451,1372320,257390,1726321,904254,518561,54031,45788,14.3615031124761,11.731667343119,14.1320132962242,12.4583477233506,13.71486557336,13.1588129467907,10.897313234903,10.7317773270384
Virginia,2012,1257332,14940479,1365551,5564504,8010424,15129464,8123166,4744530,611769,1078796,16.5321546588317,14.1270685681549,15.531918410238,15.8962542514763,15.9102305376239,15.3725029334869,13.3241100392615,13.8913561624173
Washington,2012,1044856,11955582,1057045,7001110,3897427,12187889,5866729,3735795,524816,1552074,16.3159533117276,13.8709878372669,15.761579265877,15.1758271497836,15.5848077962838,15.133471205305,13.1708030039522,14.255102659001
West Virginia,2012,282088,3970941,432223,2014017,1524701,3536971,1893954,1155259,220973,245082,15.0787812691153,12.9766969377427,14.5156417931386,14.2373088832265,14.4541772652104,13.9598351192237,12.3057958010906,12.4093481274069
Wisconsin,2012,863314,11139967,907311,4786356,5446300,10724377,5631108,3525882,491104,449246,16.1880299325131,13.7182405589683,15.381279928303,15.5104470370005,15.5438167835947,15.0756411756965,13.1044111969748,13.0153259008777
Wyoming,2012,89994,1664983,144728,851896,668359,1670728,845801,540510,53299,213245,14.3287700175476,11.8826113977011,13.6552197326331,13.4125807333073,13.6480393863324,13.2002684172779,10.8836728482519,12.2701970184202
Alabama,2013,744548,7197439,811739,3898347,2487353,7487741,3747993,2317243,576737,643522,15.8287777078661,13.6069341389032,15.1760631750979,14.7267296507913,15.136731054676,14.6558886749114,13.2651416356866,13.3747114934681
Alaska,2013,131091,2545117,320938,1707449,516730,2665933,1324649,982442,87165,248505,14.7960646481222,12.6790032370395,14.3505110017526,13.1552757733601,14.0966580766484,13.7977965879042,11.3755581531773,12.4232182450407
Arizona,2013,941726,8164324,1178356,2934165,4051803,7600581,3824071,2643742,368750,558466,15.843735249703,13.979630804669,14.8919334733226,15.2146725252024,15.1568261199267,14.7877058957674,12.8178741866362,13.2329490182882
Arkansas,2013,477716,5067546,572096,3847045,648405,5226339,2545564,1694335,281692,533975,15.4692215909267,13.2570620884475,15.1628158790926,13.3822707801033,14.7498627944166,14.3428008914315,12.5485695544552,13.188104300367
California,2013,6208733,68868516,7836263,35141208,25891045,69727119,34194878,20595508,3461759,6160059,18.0600998818371,15.8742726205257,17.374885016911,17.0694077139877,17.3475864247349,16.8405835517292,15.0572873993547,15.6335969133859
Colorado,2013,851063,8826868,696266,3693829,4436773,8699125,4292898,2773716,365228,758041,15.9787330038542,13.4534870502109,15.1221741473867,15.3054378683581,15.2724725873158,14.83569849538,12.8082770950816,13.5384927528715
Connecticut,2013,517812,10319361,434543,3870444,6014374,9758850,5562212,2966636,359881,487318,16.0936851235782,12.9820501831178,15.1688797871073,15.6096628288245,15.5315064288354,14.9029392089022,12.7935287002312,13.0966721663805
Delaware,2013,118685,1930466,151096,1124112,655258,1924626,1030897,560882,97722,157935,14.4702422211138,11.9256706753757,13.9325039485997,13.3927843301916,13.8459398550017,13.2372658236996,11.4898819918016,11.969938834959
District of Columbia,2013,44179,1300036,129874,0,1170162,1308438,559940,332997,39825,375676,14.0843446173307,11.7743200286606,-Inf,13.9726527587275,13.235584914114,12.715888759913,10.5922501347783,12.8364823487657
Florida,2013,2680074,24681548,3027018,9455562,12198968,25245400,13833236,7622221,1689414,1411455,17.0441545188714,14.9230885344678,16.0621136977583,16.3168619159616,16.4425846603635,15.84657835501,14.339892281207,14.1601316451898
Georgia,2013,1682620,17459504,1805878,7580785,8072841,17317504,9555687,4956142,932291,1632844,16.6672283398591,14.4065574580749,15.8411273142617,15.9040160229026,16.0726470326009,15.4161381734595,13.7454002766932,14.3058338376894
Hawaii,2013,184760,2331770,310778,1962923,58069,2345917,1283872,770643,144746,146656,14.6681869282006,12.6468341098995,14.4899452468143,10.969387237622,14.0653910697893,13.5549805102922,11.882735761202,11.8958449873089
Idaho,2013,272070,2015534,237912,1278155,499467,1967676,1113400,631575,107264,62882,14.4923637088943,12.3796561363808,14.0609281898205,13.1212968088222,13.9229289547315,13.3559719785663,11.5830483644017,11.049015233213
Illinois,2013,2069823,30057886,2311235,10382540,17364111,29517831,15285224,9509657,986182,1942608,17.2005050793873,14.6532925716678,16.1556361071163,16.6699160479175,16.5423971680901,16.0678183665736,13.8015962007297,14.479541958134
Indiana,2013,1002772,12236713,980013,7503451,3753249,11211155,5535933,3595471,527250,862576,16.2324198227471,13.7953211158649,15.830873606011,15.1381324228388,15.5267706736052,15.0951855558546,13.175430098341,13.6676785399477
Iowa,2013,499489,6281345,459132,3118413,2703800,6318241,3174989,1748683,254025,783793,15.6589514045993,13.0370930293983,14.9528347765313,14.8101687489124,14.970814725736,14.3743734911471,12.4451879663541,13.5719002338581
Kansas,2013,488590,5667223,420820,3193838,2052565,5621023,2969201,1595974,243032,616590,15.5420242337745,12.9499604677933,14.9767338863706,14.534600788504,14.9038034510165,14.2829947661324,12.4009484008955,13.3319595763332
Kentucky,2013,685009,7216175,867735,3960822,2387618,7413896,3663594,2323851,457079,729064,15.8188666350789,13.6736416474899,15.1919621374474,14.6858067741995,15.1139551907763,14.6587362813013,13.0326115214574,13.4995167986325
Louisiana,2013,671156,8121179,1229248,3370399,3521532,7940880,3963343,2657751,436167,644212,15.8875346583163,14.0219131582645,15.0305416929462,15.0744066801631,15.1925984190203,14.7929908344089,12.9857804765178,13.3757831434611
Maine,2013,184682,2650346,196466,1029166,1424714,2535405,1351259,867538,116847,70345,14.7458639455602,12.1882446673306,13.8442593234768,14.1694816497872,14.1165473084129,13.6734145938784,11.6686206656965,11.1611669868113
Maryland,2013,859252,13814727,828432,6093652,6892643,13284637,7303090,4243954,357919,955586,16.4021188127531,13.6272900364393,15.6227581315477,15.7459651688538,15.8038081042289,15.261005939826,12.7880619827996,13.7700800438451
Massachusetts,2013,920968,16114783,818054,6428534,8868195,16201905,9097982,4759997,467050,1283156,16.6006393858817,13.6146836280759,15.6762570764401,15.9979818386511,16.0235631886533,15.3757575959553,13.054191597301,14.0648332262297
Michigan,2013,1381167,18270327,1636324,9882361,6751642,17468264,8885537,5675448,848456,962506,16.6758963068235,14.3079628205465,16.1062620087872,15.7252962925252,15.9999354566866,15.5516600609472,13.651173506095,13.7772955788909
Minnesota,2013,802454,10848720,646542,6792440,3409738,10942019,5826404,2652321,850969,1016760,16.2081208900328,13.3793934402811,15.7313207869716,15.0421460134633,15.5779105584159,14.790945663687,13.6541309791599,13.8321316589805
Mississippi,2013,492847,4444064,707522,2213501,1523041,4370050,2274357,1465175,284089,285801,15.2902850086539,13.4695240034224,14.6100859829274,14.2362195520665,14.6372079330551,14.1974852472242,12.5570428483317,12.5630510434221
Missouri,2013,897224,10103589,894168,4235564,4973857,10001763,5139610,3082015,566933,833040,16.1182719354193,13.7036489559641,15.2590270531162,15.4197061534348,15.4524877590663,14.9410941618199,13.2479964099429,13.6328369392038
Montana,2013,142797,1671053,210593,788329,672131,1679521,907018,545326,74629,111496,14.3340191916777,12.257682639763,13.5776707943962,13.4182085409831,13.7179175745453,13.2091390599535,11.2202844505984,11.6217439947993
Nebraska,2013,303242,3870164,366241,1217306,2286617,3913038,2318463,1026626,168033,298231,15.1798246123644,12.8110468656326,14.0121507783266,14.6425839906815,14.6564150240924,13.8417882551075,12.0319156676673,12.6056236329854
Nevada,2013,431776,4131800,392009,2556472,1183319,4057443,2058538,1396907,166814,222161,15.2160635302131,12.8790400776927,14.7541387409681,13.9838337600341,14.5375065800654,14.1497710647991,12.0246346982383,12.3111576232309
New Hampshire,2013,187703,2976317,163890,1020089,1792338,2878534,1642945,879507,76488,72588,14.8727916947357,12.0069507500579,13.8354004363559,14.3990314708027,14.3120009211091,13.6871168021957,11.2448891447653,11.1925548978949
New Jersey,2013,1338657,28070096,1145079,10986132,15938885,28179900,15489942,9131634,1218744,933676,17.1541195158125,13.9509841882236,16.2121443081047,16.5842722790679,16.5557014680349,16.027255206985,14.0133313782052,13.746884761954
New Mexico,2013,327209,3518621,519318,2401884,597419,3536546,1709797,1096508,145330,514077,15.0786611025841,13.1602716912768,14.6917639873668,13.3003739887445,14.3518852079816,13.9076411427551,11.8867622976202,13.1501283386651
New York,2013,2629805,59623918,3335657,23632698,32655563,60505950,38756656,14846782,1462376,3982327,17.9182522652728,15.0201802194289,16.9781418195392,17.3015257820216,17.4728130667552,16.5132936993934,14.1955730681688,15.1973768797726
North Carolina,2013,1468228,12729402,1579889,7891977,3257536,13650536,7681386,3957680,744037,653058,16.4292893462236,14.2728651493707,15.8813572317768,14.9964816393399,15.8543105575913,15.1911685529626,13.5198460437615,13.3894212251412
North Dakota,2013,101025,1405349,145905,685348,574096,1516575,718970,400607,94995,224615,14.231965060872,11.8907110039717,13.4376820174383,13.2605519087042,13.4855749112152,12.9007361758505,11.4615795376186,12.3221431044527
Ohio,2013,1613718,22536516,1721213,8990516,11824787,22015797,10800145,7376469,916885,1998557,16.9072707991058,14.3585398327882,16.0116808019086,16.2857084794951,16.1950701179302,15.8138056267959,13.728737334432,14.5079359781178
Oklahoma,2013,671445,5878111,715944,2890048,2272119,5796945,2800189,1972011,404107,557341,15.5728416126108,13.4813572305935,14.8767836689472,14.6362234342121,14.8451974728674,14.4945643922225,12.9094349733615,13.2309325398449
Oregon,2013,564006,6077498,471682,3041825,2563991,6228197,3261733,2067538,228499,343353,15.6445974427781,13.0640603086969,14.9279682222044,14.7570755868761,14.9977692071883,14.5418690853967,12.3392871129392,12.7465143514506
Pennsylvania,2013,1623694,28484645,2049113,9764558,16670974,28495118,15456205,7737010,1178563,1501024,17.16524333232,14.5329175745535,16.0942698575716,16.6291796813344,16.553521098804,15.8615258660214,13.9798064577148,14.2216580998282
Rhode Island,2013,136401,2282659,193393,841875,1247391,2231413,1265936,765178,96721,35089,14.6181455750631,12.1724796669306,13.6433868261468,14.0365647280409,14.0513223274858,13.5478637654815,11.4795858243585,10.4656429700236
South Carolina,2013,722249,8254462,814137,3819285,3621040,8224795,3933177,2621911,426662,853410,15.9226639302929,13.6098839354913,15.1555737902889,15.102271835359,15.1849580542152,14.7794139991751,12.9637474096679,13.6569953675019
South Dakota,2013,130296,1316613,194731,408009,713873,1332496,663258,390637,64999,179586,14.1025644331415,12.179374397998,12.9190445119665,13.4784603543523,13.4049193337441,12.875534019001,11.082127164144,12.0984094808097
Tennessee,2013,992461,9008032,1165801,4097627,3744604,9248235,5191269,2780452,534815,564756,16.0399432804711,13.9689189623733,15.2259185836287,15.1358264283545,15.4624887339252,14.8381240623786,13.189676171685,13.2441490584438
Texas,2013,4897523,49734537,5695947,18873046,25165544,50674724,24226519,14150552,2585417,5472152,17.7409378038149,15.5552654272554,16.7532453245617,17.0409863152846,17.0029584175937,16.4652641918933,14.7653973681952,15.5151825156765
Utah,2013,562315,4300793,409774,2235917,1655102,4584624,2361179,1097484,309365,698249,15.3382186537669,12.923361067191,14.6201619927113,14.3193731963141,14.6746716285263,13.9085308452375,12.6422770885504,13.4563310516546
Vermont,2013,89200,1817307,114697,1431621,270989,1809138,935593,538854,57026,55825,14.4083610467083,11.650049147588,14.1743179266683,12.5098335086321,13.7489358318343,13.1971999412135,10.9512625831672,10.9299770767084
Virginia,2013,1264880,15322318,1108879,5874323,8339116,15634918,8445746,4874065,626080,1089417,16.5650173042169,13.918860153076,15.586101377312,15.9364677735132,15.9491734406163,15.3994388491473,13.3472334374442,13.9011532487301
Washington,2013,1050901,12242231,1042200,7159428,4040603,12097549,5911337,3777476,537261,1443002,16.308513428065,13.8568444214573,15.7839406474774,15.2119044962253,15.5923825905312,15.1445666197005,13.1942392889345,14.1822362237564
West Virginia,2013,282310,3486366,383169,2027414,1075783,3488877,1828234,1130079,225073,284685,15.0650904658931,12.8562314241029,14.5222716473027,13.8885593265027,14.4188610315565,13.9377980997493,12.3241800730103,12.5591385848391
Wisconsin,2013,863737,11097447,827432,5587013,4683002,10845059,5637545,3551036,496850,521352,16.1992201425234,13.6260822076302,15.5359553552687,15.3594499152422,15.5449592450229,15.0827499498631,13.1160434486595,13.1641807164049
Wyoming,2013,91533,1695967,113501,881114,701352,1675477,846872,546422,52001,213920,14.3316084588197,11.6395669264375,13.688942294958,13.460765179787,13.6493048406085,13.2111468499714,10.8590182281479,12.2733573923358
Alabama,2014,740081,7357267,794090,4031547,2531630,7587737,3824295,2390530,587642,580934,15.8420439494469,13.5849520839316,15.209660731231,14.7443739220264,15.1568846945294,14.6870256566453,13.2838731979229,13.2723924321353
Alaska,2014,130539,2663647,309525,1824373,529749,2727056,1346457,982843,86314,269107,14.8187331970038,12.6427941432889,14.4167469243241,13.1801585884459,14.1129872560785,13.7982046712158,11.3657470887117,12.5028643490114
Arizona,2014,943937,8361708,1102980,3182285,4076443,8109460,3902565,2858103,461316,678228,15.9085418394111,13.913526165705,14.9731100501795,15.2207353524042,15.1771445872228,14.8656686760108,13.0418385535315,13.4272387935779
Arkansas,2014,479881,5193218,552738,4006889,633591,5242672,2609867,1753929,282078,424314,15.4723418499945,13.2226393888504,15.2035256877123,13.359158914836,14.7748098201461,14.3773689721896,12.5499389074194,12.9582290261681
California,2014,6224685,72389126,7415061,38410554,26563511,72506810,35539425,21594573,3581789,6124103,18.0991910464481,15.8190237600881,17.4638428235453,17.0950490651011,17.3861532016066,16.8879525910858,15.0913729542285,15.6277428546908
Colorado,2014,865231,9162406,681230,3961719,4519457,9286626,4470568,3002964,373620,932776,16.0440858586002,13.4316552667305,15.1921885799496,15.3239024118485,15.3130260278684,14.9151103588816,12.8309945170946,13.7459203652594
Connecticut,2014,511082,10743919,420593,4141590,6181736,10201500,5889381,3128453,343615,447290,16.1380453262659,12.9494208992211,15.2365903300411,15.637109696136,15.5886614567265,14.9560491911337,12.7472771235526,13.0109624328106
